0.589,1.5283
0.756,1.8007
0.403,1.3128
0.342,1.2285
0.586,1.4943
0.303,1.1603
0.522,1.3523
0.189,1.0878
0.515,1.3209
0.479,1.3474
0.433,1.2483
0.42,1.2343
0.291,1.2166
0.04,1.0851
0.63,1.5565
0.073,1.1301
0.986,1.9944
0.345,1.188
0.821,1.8305
0.092,1.035
0.551,1.4586
0.608,1.5187
0.509,1.4756
0.356,1.1732
0.575,1.4598
0.543,1.4085
0.132,1.1018
0.001,1.0048
0.09,1.0001
0.903,1.8057
0.316,1.1857
0.355,1.2865
0.094,1.0118
0.51,1.3402
0.866,1.8187
0.742,1.5937
0.133,1.0897
0.78,1.823
0.054,1.0731
0.11,1.0624
0.628,1.488
0.758,1.6718
0.862,1.8463
0.323,1.2401
0.202,1.0744
0.808,1.6927
0.548,1.3826
0.997,1.9141
0.8,1.739
0.671,1.527
0.815,1.8369
0.363,1.264
0.721,1.6032
0.293,1.3442
0.142,1.161
0.476,1.3279
0.655,1.562
0.19,1.0315
0.871,1.8149
0.207,1.0711
0.876,1.838
0.436,1.3703
0.831,1.8355
0.378,1.2928
0.156,1.1093
0.3,1.2257
0.031,1.059
0.598,1.5419
0.051,0.9933
0.938,1.9065
0.917,1.9781
0.46,1.3073
0.837,1.7924
0.553,1.456
0.361,1.2295
0.605,1.4202
0.564,1.5519
0.738,1.683
0.559,1.4487
0.5,1.4495
0.043,0.99933
0.905,1.8517
0.854,1.7739
0.268,1.1466
0.067,1.0447
0.256,1.2015
0.115,1.0734
0.487,1.3157
0.733,1.4949
0.238,1.1184
0.889,1.7989
0.028,1.0211
0.488,1.3674
0.005,1.0484
0.262,1.2402
0.642,1.5162
0.939,2.06
0.162,1.1198
0.023,0.98093
0.69,1.609
0.859,1.6664
0.136,1.1778
0.791,1.6595
0.319,1.0891
0.782,1.707
0.602,1.4976
0.615,1.4855
0.096,1.0653
0.792,1.7873
0.359,1.1912
0.798,1.6575
0.874,1.7469
0.242,1.2744
0.31,1.138
0.374,1.1936
0.044,0.94911
0.591,1.4787
0.267,1.2531
0.588,1.4361
0.397,1.2752
0.966,1.9778
0.344,1.2202
0.311,1.25
0.468,1.3996
0.296,1.253
0.118,1.1045
0.785,1.6936
0.907,1.7413
0.173,1.0613
0.385,1.219
0.322,1.171
0.298,1.1362
0.74,1.6215
0.406,1.2388
0.014,1.0783
0.568,1.4518
0.694,1.5307
0.834,1.6839
0.14,1.0218
0.179,1.1277
0.881,1.8834
0.888,1.8256
0.147,1.1542
0.718,1.6927
0.379,1.3669
0.924,1.8357
0.578,1.3481
0.817,1.7851
0.897,1.8825
0.7,1.6402
0.875,1.844
0.148,1.015
0.297,1.1619
0.016,0.95118
0.214,1.1884
0.774,1.6932
0.699,1.5471
0.002,0.98422
0.43,1.3452
0.272,1.1729
0.113,1.1099
0.672,1.5579
0.687,1.45
0.174,1.1034
0.909,1.8462
0.463,1.3272
0.032,1.1202
0.681,1.5266
0.279,1.1044
0.038,1.0175
0.364,1.2088
0.215,1.0745
0.755,1.6397
0.391,1.2517
0.441,1.3734
0.916,1.9872
0.091,1.0079
0.409,1.2663
0.843,1.7339
0.645,1.5979
0.373,1.2934
0.703,1.577
0.933,1.7772
0.467,1.3217
0.198,1.0752
0.275,1.2086
0.304,1.1836
0.787,1.7976
0.432,1.3878
0.175,1.1119
0.823,1.7108
0.127,1.0754
0.125,1.0803
0.541,1.4461
0.236,1.2247
0.408,1.3028
0.483,1.3819
0.99,1.9468
0.942,1.959
0.849,1.7994
0.676,1.5399
0.451,1.2318
0.737,1.6344
0.648,1.4654
0.775,1.7705
0.89,1.8855
0.191,1.0628
0.945,1.8701
0.776,1.6967
0.902,1.836
0.182,1.09
0.797,1.7316
0.567,1.4734
0.64,1.4773
0.216,1.197
0.072,1.0648
0.765,1.6462
0.754,1.7588
0.112,0.99169
0.587,1.4428
0.552,1.3931
0.121,1.0092
0.84,1.7733
0.941,1.9246
0.244,1.1878
0.715,1.5673
0.749,1.6531
0.62,1.4911
0.535,1.3421
0.042,0.97782
0.39,1.3691
0.868,1.7988
0.478,1.3321
0.617,1.5678
0.877,1.8061
0.438,1.2753
0.974,1.9617
0,1.0886
0.796,1.7111
0.401,1.2893
0.253,1.2485
0.771,1.6277
0.097,1.1493
0.52,1.4831
0.078,1.0763
0.61,1.5052
0.898,1.8524
0.259,1.1467
0.232,1.1233
0.934,1.891
0.426,1.2998
0.333,1.1776
0.286,1.1955
0.226,1.1683
0.92,1.8381
0.098,0.94773
0.54,1.4669
0.44,1.2613
0.906,1.9015
0.915,1.7059
0.984,1.9868
0.48,1.3174
0.972,1.8841
0.104,1.089
0.435,1.2779
0.338,1.1566
0.247,1.1845
0.577,1.5308
0.505,1.3852
0.2,1.053
0.22,1.0982
0.499,1.3618
0.475,1.3294
0.13,1.0522
0.884,1.8531
0.116,1.0131
0.153,1.0018
0.369,1.2047
0.929,1.8352
0.904,1.8732
0.867,1.9146
0.254,1.1757
0.057,1.0099
0.698,1.6317
0.652,1.5471
0.151,1.1236
0.261,1.2093
0.37,1.2448
0.222,1.0889
0.068,0.98136
0.769,1.6285
0.26,1.0785
0.165,1.0863
0.177,1.0273
0.412,1.3395
0.873,1.8356
0.79,1.6503
0.996,1.9101
0.838,1.7521
0.982,1.8667
0.801,1.6733
1,2.0478
0.292,1.1236
0.457,1.3443
0.818,1.758
0.952,1.9571
0.383,1.1363
0.812,1.84
0.946,1.9328
0.793,1.6995
0.358,1.1055
0.15,1.0999
0.035,0.94681
0.546,1.3734
0.944,1.9051
0.757,1.7227
0.979,1.964
0.795,1.685
0.445,1.2883
0.544,1.4849
0.726,1.5738
0.696,1.5802
0.029,0.97237
0.233,1.147
0.494,1.4505
0.527,1.3475
0.273,1.0813
0.396,1.3538
0.846,1.7181
0.388,1.3108
0.481,1.3057
0.367,1.1698
0.056,1.0689
0.644,1.5554
0.026,1.0041
0.138,1.0403
0.686,1.6961
0.988,2.0447
0.008,1.1232
0.664,1.5454
0.063,0.97834
0.009,1.058
0.668,1.4477
0.746,1.6827
0.424,1.361
0.549,1.3857
0.117,1.1187
0.18,1.054
0.357,1.1823
0.624,1.5217
0.196,1.1368
0.382,1.3394
0.195,1.0615
0.712,1.536
0.692,1.7087
0.464,1.3792
0.201,1.1883
0.429,1.399
0.836,1.7711
0.243,1.274
0.334,1.1752
0.967,2.0358
0.414,1.3986
0.555,1.3955
0.229,1.1973
0.935,1.9759
0.948,2.0143
0.957,2.0234
0.398,1.3088
0.953,1.9898
0.936,1.8452
0.761,1.693
0.152,1.0939
0.73,1.6275
0.503,1.3557
0.86,1.8989
0.276,1.2211
0.604,1.3938
0.534,1.4489
0.9,1.9157
0.853,1.8237
0.101,1.0493
0.301,1.2688
0.339,1.1552
0.511,1.3565
0.592,1.5907
0.97,1.9267
0.295,1.2335
0.925,1.8954
0.779,1.7274
0.999,2.0236
0.651,1.6746
0.827,1.6861
0.446,1.3302
0.743,1.6538
0.533,1.4291
0.896,1.8701
0.816,1.7244
0.328,1.198
0.58,1.4591
0.951,1.9443
0.977,1.9668
0.609,1.5298
0.991,2.0759
0.095,0.94598
0.882,1.8948
0.137,1.1413
0.134,1.0376
0.911,1.8768
0.878,1.8228
0.069,1.1479
0.287,1.1919
0.164,1.0573
0.728,1.6116
0.788,1.6014
0.458,1.3098
0.536,1.3571
0.326,1.1468
0.109,0.97323
0.658,1.571
0.825,1.8144
0.368,1.2318
0.498,1.4122
0.496,1.4226
0.891,1.7388
0.407,1.2308
0.146,1.0545
0.561,1.5249
0.178,1.0051
0.574,1.4365
0.278,1.1545
0.135,1.0589
0.459,1.3765
0.465,1.3172
0.347,1.1149
0.717,1.6892
0.968,1.9167
0.745,1.6616
0.477,1.47
0.046,1.0382
0.622,1.5833
0.618,1.466
0.675,1.544
0.723,1.6466
0.228,1.1703
0.573,1.5079
0.461,1.4366
0.263,1.2039
0.525,1.4325
0.341,1.2875
0.599,1.3723
0.169,1.0956
0.747,1.6656
0.685,1.5772
0.584,1.4241
0.168,1.1667
0.722,1.7132
0.547,1.5787
0.352,1.2038
0.34,1.2984
0.682,1.6224
0.003,0.97794
0.804,1.853
0.6,1.5585
0.199,1.1632
0.205,1.0823
0.657,1.4585
0.852,1.8876
0.895,1.8034
0.129,1.0136
0.249,1.0739
0.471,1.2847
0.647,1.649
0.282,1.2521
0.638,1.5039
0.56,1.3778
0.697,1.615
0.21,1.1652
0.894,1.8992
0.203,1.1244
0.537,1.494
0.987,2.0274
0.563,1.3767
0.472,1.3982
0.289,1.1742
0.442,1.4314
0.65,1.6195
0.844,1.8073
0.803,1.6348
0.252,1.1291
0.052,1.0456
0.649,1.4486
0.937,1.8678
0.439,1.2968
0.277,1.2009
0.025,0.9167
0.784,1.7025
0.959,1.8698
0.413,1.1693
0.423,1.3125
0.731,1.4561
0.25,1.1508
0.872,1.7777
0.594,1.513
0.317,1.1122
0.956,1.9854
